,OverallQual,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,GarageCars,TotalSF,Y
0,2.440268378362637,14.187526814497952,14.187526814497952,1.1943176378757767,1.1943176378757767,11.69262258528247,13.698887979000148,1.1943176378757767,1.1943176378757767,2.6025944687727294,1.1943176378757767,14.976590572395713,208500
1,2.2596737867230705,14.145138012244155,14.145138012244155,1.5409627556327752,1.1943176378757767,12.792276226358874,12.792276226358874,1.1943176378757767,1.5409627556327752,2.2596737867230705,1.1943176378757767,14.923099981574879,181500
2,2.440268378362637,14.184403604277843,14.185965540731983,1.1943176378757767,1.1943176378757767,11.89203905911452,13.83208545463177,1.1943176378757767,1.1943176378757767,2.2596737867230705,1.1943176378757767,15.149677653282357,223500
3,2.440268378362637,14.047528636178493,14.135651502935826,1.5409627556327752,1.8203341036428238,12.013683020322897,13.711364159471431,0.7304631471189666,1.1943176378757767,2.440268378362637,1.5409627556327752,14.857120810745197,140000
4,2.6025944687727294,14.182841004523032,14.182841004523032,1.1943176378757767,1.1943176378757767,12.510587913259403,14.48002949561566,1.1943176378757767,1.1943176378757767,2.750250297485029,1.5409627556327752,15.852311573332502,250000
5,2.055641538058108,14.171884182186483,14.175018034740056,1.5409627556327752,1.1943176378757767,11.493820273589396,13.015962914755876,0.7304631471189666,1.5409627556327752,2.055641538058108,1.1943176378757767,14.421879332825283,143000
6,2.6025944687727294,14.189087426187385,14.19064737641105,1.1943176378757767,0.0,13.670207259396387,13.670207259396387,1.1943176378757767,1.1943176378757767,2.440268378362637,1.1943176378757767,15.889511511710909,307000
7,2.440268378362637,14.140397821243571,14.140397821243571,1.5409627556327752,1.1943176378757767,12.413831308023239,14.320888266014626,1.1943176378757767,1.5409627556327752,2.440268378362637,1.1943176378757767,15.702021223515466,200000
8,2.440268378362637,14.073383820784445,14.103851511653946,1.5409627556327752,1.8203341036428238,12.186750882025454,13.811378405864021,1.1943176378757767,1.5409627556327752,2.6025944687727294,1.1943176378757767,15.173779778858885,129900
9,2.055641538058108,14.086243227218915,14.103851511653946,1.5409627556327752,1.8203341036428238,12.335431399519656,12.335431399519656,0.7304631471189666,1.5409627556327752,2.055641538058108,0.7304631471189666,14.287616792935944,118000
10,2.055641538058108,14.127727309259253,14.127727309259253,1.5409627556327752,1.8203341036428238,12.236142518909933,12.236142518909933,0.7304631471189666,1.5409627556327752,2.055641538058108,0.7304631471189666,14.305801939760288,129500
11,2.750250297485029,14.19064737641105,14.192206665778837,0.0,0.0,12.602212469658957,14.657505709325996,1.5409627556327752,0.0,3.011340243262834,1.5409627556327752,16.006853293830908,345000
12,2.055641538058108,14.12296456685685,14.12296456685685,1.5409627556327752,1.8203341036428238,11.867768587390184,11.867768587390184,0.7304631471189666,1.5409627556327752,1.8203341036428238,0.7304631471189666,13.896887111612605,144000
13,2.440268378362637,14.192206665778837,14.193765294899782,1.1943176378757767,1.1943176378757767,13.290777357050557,13.290777357050557,1.1943176378757767,1.1943176378757767,2.440268378362637,1.5409627556327752,15.476392893044725,279500
14,2.2596737867230705,14.119785966903773,14.119785966903773,1.5409627556327752,1.8203341036428238,12.77141361211901,12.77141361211901,0.7304631471189666,1.5409627556327752,2.055641538058108,0.7304631471189666,14.899943641432287,157000
15,2.440268378362637,14.070161898256476,14.184403604277843,1.5409627556327752,1.8203341036428238,11.686189379390555,11.686189379390555,0.7304631471189666,1.5409627556327752,2.055641538058108,1.1943176378757767,13.655780507688625,132000
16,2.2596737867230705,14.135651502935826,14.135651502935826,1.5409627556327752,1.8203341036428238,12.136614936437766,12.136614936437766,0.7304631471189666,1.5409627556327752,2.055641538058108,1.1943176378757767,14.195323264382047,149000
17,1.8203341036428238,14.1308990400563,14.1308990400563,1.5409627556327752,1.5409627556327752,12.869967192359528,12.869967192359528,1.1943176378757767,1.5409627556327752,2.2596737867230705,1.1943176378757767,12.869967192359528,90000
18,2.055641538058108,14.189087426187385,14.189087426187385,1.5409627556327752,1.8203341036428238,12.431864645976223,12.431864645976223,0.7304631471189666,1.1943176378757767,2.2596737867230705,1.1943176378757767,14.523054953943134,159000
19,2.055641538058108,14.116604610212223,14.127727309259253,1.5409627556327752,1.8203341036428238,12.96578155387519,12.96578155387519,0.7304631471189666,1.5409627556327752,2.2596737867230705,0.7304631471189666,14.71755758152631,139000
20,2.6025944687727294,14.19064737641105,14.192206665778837,1.1943176378757767,0.0,12.543063139022069,14.728374093438743,1.5409627556327752,1.1943176378757767,2.750250297485029,1.5409627556327752,16.040719915132282,325300
21,2.440268378362637,14.071773214082123,14.103851511653946,1.5409627556327752,1.8203341036428238,12.416413417670666,12.416413417670666,0.7304631471189666,1.1943176378757767,2.2596737867230705,0.7304631471189666,13.760840749928471,139400
22,2.6025944687727294,14.185965540731983,14.185965540731983,1.1943176378757767,1.1943176378757767,13.847538317014754,13.847538317014754,1.1943176378757767,1.1943176378757767,2.440268378362637,1.1943176378757767,16.077168195223194,230000
23,2.055641538058108,14.145138012244155,14.145138012244155,1.5409627556327752,1.1943176378757767,12.290177871756853,12.290177871756853,0.7304631471189666,1.5409627556327752,2.2596737867230705,1.1943176378757767,14.335913389886391,129900
24,2.055641538058108,14.132483878148479,14.184403604277843,1.5409627556327752,1.8203341036428238,12.290177871756853,12.290177871756853,0.7304631471189666,1.1943176378757767,2.2596737867230705,0.7304631471189666,14.365782174526247,154000
25,2.6025944687727294,14.193765294899782,14.193765294899782,1.1943176378757767,1.1943176378757767,13.496903957925936,13.496903957925936,1.1943176378757767,1.1943176378757767,2.440268378362637,1.5409627556327752,15.669361594795282,256300
26,2.055641538058108,14.105448077134762,14.182841004523032,1.5409627556327752,1.8203341036428238,11.831021744455525,11.831021744455525,0.7304631471189666,1.1943176378757767,2.055641538058108,1.1943176378757767,13.856094820831991,134800
27,2.6025944687727294,14.193765294899782,14.195323264382047,1.1943176378757767,0.0,13.68815953063993,13.68815953063993,1.1943176378757767,1.1943176378757767,2.440268378362637,1.5409627556327752,15.917433488070882,306000
28,2.055641538058108,14.115012896462307,14.178149219316415,1.5409627556327752,1.8203341036428238,13.496903957925936,13.496903957925936,0.7304631471189666,1.5409627556327752,2.2596737867230705,0.7304631471189666,15.581642769682785,207500
29,1.8203341036428238,14.066937136514682,14.103851511653946,1.5409627556327752,1.8203341036428238,10.371952633774399,10.371952633774399,0.7304631471189666,0.7304631471189666,1.8203341036428238,0.7304631471189666,12.236142518909933,68500
30,1.8203341036428238,14.055628032763455,14.103851511653946,1.5409627556327752,1.8203341036428238,10.946836606797339,12.91709217382567,0.7304631471189666,1.5409627556327752,2.2596737867230705,0.7304631471189666,14.129313517307915,40000
31,2.055641538058108,14.129313517307915,14.192206665778837,1.5409627556327752,1.8203341036428238,12.712786725393208,12.712786725393208,0.7304631471189666,1.1943176378757767,2.2596737867230705,0.7304631471189666,14.834870759354466,149350
32,2.6025944687727294,14.193765294899782,14.193765294899782,1.1943176378757767,0.0,12.726948993886586,12.726948993886586,1.1943176378757767,1.1943176378757767,2.440268378362637,1.1943176378757767,14.850590203012555,179900
